0,1,2,3,4,5,6,7,8
C1CCC=CC1,-1.03,1.74,-1.9197760929451393,-1.8931735350345504,-2.1260922387412586,-2.122926829268292,-2.1146428571428557,-2.003124999999998
CC(=C)C#C,61.9,63.34,60.304187887427865,60.389974880498194,60.181260489259266,60.31000806000001,0,0
CC(C)(C)C1=CC=CC=C1,0.93,3.44,-3.7080951389108923,-3.7080951389108923,-0.7795294117647058,-0.12219999999999187,-0.12219999999999187,0
CCC1=CC=CC=C1,7.12,9.42,3.722871169507246,3.737662437076023,6.251343484,6.479946666666666,6.503514285714286,0
CC(C)(C)C,-40.32,-38.38,-41.32393045333333,-41.31992447966667,-41.13963355530727,-40.766525,-40.43999999999999,0
CC=CC=C,18.21,21.18,18.094895044241802,18.1381511911362,18.165043398814817,18.104,18.051428571428573,17.575000000000003
C1C=CCC=C1,25.02,28.87,25.26833465656284,25.326378000964127,24.75213847085107,24.661261991304347,24.601999999999997,24.690000000000005
CC(=C=C)C,30.85,32.86,29.774895044241802,29.8181511911362,29.845043398814816,30.33196623,30.14,0
[CH2](C)CC,16.73,19.48,17.18856093746508,17.206845994224718,17.332469988584474,17.260483870967743,17.291190476190483,17.39263157894737
CC(C)(C)[CH2],8.91,12.28,9.31612486695935,9.275160073908946,9.27161822162162,9.793333333333335,9.700000000000005,0
[CH2]C1=CC=CC=C1,49.47,52.77,47.76112788002488,47.39868859306533,50.05698181818182,50.404833333333336,50.817800000000005,0
CC(=C(C)C)C,16.8,20.77,17.16113106730097,17.168013817852216,17.261656327105264,17.569999999999997,0,0
C(C)=CCC,-9.92,-7.74,-10.77088284870041,-10.751941876332378,-10.634061014528303,-10.627368421052632,-10.685714285714285,-10.86
CC1CCCCC1,-36.9972,-34.22,-38.292653591893824,-38.290778576551226,-38.302030230476184,-38.26,-38.31333333333334,-38.11666666666667
C[C](C)CC,6.7,10.3,7.33612486695935,7.295160073908949,0,0,0,0
C(C)C#C,32.6,35.75,33.291650327702854,33.32364884920751,33.28504097272727,33.47174438695652,33.388666666666666,33.15
CC=C=C,38.81,40.53,38.07165032770285,38.1036488492075,38.126958503285714,38.431198406,38.385000000000005,0
CC(C)C1=CC=CC=C1,0.93,3.35,-3.115722172227489,-3.1055589444761913,-0.29410085999999996,-0.18414999999999848,-0.12220000000000075,0
CC(C)(C)C#C,25.57,28.15,24.490223907054858,24.51682646496545,24.499241114285706,24.68667338333333,25.160000000000004,0
C[C](C)C,12.31,14.36,12.011285823189986,11.934776063163369,0,0,0,0
CC(C)(C)C=C,-14.29,-11.95,-15.558868932699028,-15.551986182147783,-15.458343672894737,-15.244285714285713,-14.90999999999999,0
C[CH]CC,16.491,18.26,15.911285823189989,15.834776063163371,15.961974442307696,15.960000000000003,16.0165,0
C=CCC=C,25.41,27.8,24.714895044241803,24.7581511911362,24.785043398814814,24.621644329032257,24.584731613333336,24.507777777777775
C=CC1=CC=CC=C1,35.32,38.12,32.26704000314516,32.29481934745902,34.80204355615384,34.9915,34.9778,0
C=CC#C,70.79,71.48,69.0408796049133,69.09224589761801,68.90025485636365,68.84316637894737,0,0
CC(C)C(C)C,-42.49,-40.152,-43.58650678552956,-43.58106320932415,-43.37723785189873,-43.402,-43.242000000000004,0
C1=CC=[C]C=C1,81.24,84.41,80.5044511324266,80.00588405954127,0,0,0,0
C1CC=CC=C1,25.41,28.73,25.128334656562835,25.186378000964122,24.612138470851065,24.521261991304346,24.7436891125,24.80222222222222
CC(C)C=C,-6.55,-4.64,-7.67088284870041,-7.651941876332378,-7.534061014528302,-7.527368421052632,-7.516,0
C1=CC#CC=C1,105.95,112.23,108.45340311202222,108.54073211931117,0,0,0,0
CC(=C)C1=CC=CC=C1,28.27,30.76,23.888997761241836,23.888997761241836,26.787858823529415,26.987800000000004,0,0
CC(C)(C)C(C)(C)C,-53.99,-51.77,-56.17493087928572,-56.17493087928572,-56.09345532727273,-55.435,0,0
CC1=CC=CC=C1,11.9978,14.27,8.862571402992874,8.874210067139362,11.35785714285714,11.349999999999994,11.429999999999998,0
