0,1,2,3,4,5,6,7
[CH2],93.58,94.26900228952624,94.27975180334359,0,0,0,0
[CH2]C,28.65,28.878429963811882,28.881712738671265,28.83977004676923,28.898844603846157,28.67611111111111,0
[CH2]C#C,84.0,83.56912232286425,83.46552053976683,83.32267069666668,83.37637096363636,0,0
[CH2]C=C,40.11,39.67445782498898,39.63635367909018,39.49519329129031,39.34588235294118,0,0
[CH2]CC,24.09,24.165093822231245,24.16846505413693,24.142684809302324,24.10696847575758,23.850000000000005,23.716250000000002
[CH2]CCC,18.7,19.127703679022346,19.073005568261376,19.22726247894737,19.22222222222222,18.993888888888886,19.073749999999997
[CH3],34.98,35.199161635833335,35.24897464550343,0,0,0,0
[CH],142.48,141.95477469920908,141.92224600491707,0,0,0,0
[CH]1C=C1,116.26,116.59883026636534,116.51908190129032,115.97107502962963,116.14555555555555,0,0
[CH]1CC1,69.36,69.96544716675274,69.96407146014528,69.82588235294118,69.7525,69.96571428571427,0
[CH]=C,70.96,70.86675829534187,70.8399296473311,70.97785195828573,70.82484285333334,71.02,0
[CH]=C=[CH],130.5879541,130.29260927698252,130.34349746974337,130.54058937999997,130.94187875999998,0,0
[CH]=CC,64.34,64.22894964875893,64.19482388842997,64.36249356129032,64.37837804285714,64.27999999999999,0
[CH]C,84.71558317,85.04303373342734,85.06786780870523,0,0,0,0
[C],171.34,170.67154766626794,170.6514110503746,170.21878054,170.21878054,0,0
[C]#C,135.75,135.90979717076445,135.87489243097735,135.07071428571425,134.82999999999998,134.845,0
[C]=C,98.51816444,98.84400796972871,98.86602460834041,99.24725131764706,99.10816340000001,0,0
[C]=C=C,132.7891969,132.53402564267967,132.5837785709463,132.2356082746667,132.8174825,0,0
[C]=C=[CH],172.6338432,172.3680476204257,172.13774463745824,172.42797006333333,172.693822875,0,0
[C]=C=[C],196.8164436,196.4948224380109,196.58389090795333,196.27098449,196.27098449,0,0
[C]=[C],198.0592734,196.1292333280248,196.1215138876706,0,0,0,0
[C]C,120.6692161,120.54317508060066,120.51471839520033,121.79043556,121.79043556,0,0
[HH],-0.01,-1.109332395846457,-1.1000215089237673,0,0,0,0
[H],52.1,52.11924961635301,52.125397283440115,0,0,0,0
